ID,Image Box,Chinese Ocr,Chinese Txt,vntext,vntran
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_005,"[[1036, 129], [1082, 128], [1088, 1992], [1043, 1993]]",嗜噹只聽得腕上镯子響一時湘雲赢了寶玉襲人赢了平兒二人限酒底酒面湘雲便說酒面要一句古文一句舊詩一句骨牌名一句,"嗜嘴啃噹嚆噔嚙喑喽哕, 噹嘡檔嚐澢噌襠嘴営櫿, 只共兴日兵织巳旦尺尸, 聽菜美德品臨醇聼融聘, 得待微律徵锝徱徥彾街, 腕院脱脘脫腔睆畹脚晚, 上土丄工主止二正丘王, 镯鐲觸蠲蠋躅鲻燭锅瑙, 子予字于孑千十矛干茅, 響馨娑学誓誉谐警福餐, 一二八十三人國之-（, 時时特若持詩侍寺诗月, 湘厢洲油酒湖和缃润湐, 雲雪写雩生雯零空害叟, 赢高贏嬴嘉羸燕蠃減熹, 了丁子丫字7?耳孑辽, 寶寳蜜賓赛實安窖害贸, 玉王主三下五天干正末, 襲龔壟戴龍鼓製朝强發, 人大/入城八太久上儿, 赢高贏羸蠃嬴禀寢亮享, 了子字丁？@?國孑V, 平卒乎干不手千年秤评, 兒皃見克只兄完𠒇兜兑, 二三一=國五〇工主@, 人/入X大〈民經太天, 限阳眼阿跟阴银所硍院, 酒洒活潘迺西酉濟河泗, 底展低民疷兵宾庭㡳氏, 酒洒潛酉唒西泗活迺湭, 面而百画雨南商通回西, 湘厢缃大酒湖湐溎闲洳, 雲雪業曇工與屢眞二樓, 便使更伊硬傅博何健传, 說説論銳視覬諛貌晚諌, 酒活店潜波谐话洁浴洒, 面百而画直圎南靣囬诼, 要喓楆腰崾㙘嫈安婹榎, 一二-八三十（_人亠, 句向何勺旬包合同可白, 古吉士十舌占杏由诂右, 文丈又艾支交可女叉式, 一二八三_〇~-十國, 句白向旬勺合包匀勻年, 舊皙萬唐蒈蒼智馨誓莒, 詩時诗侍詰訝鬪詿訏許, 一二三八司，~1國〇, 句旬包勺甸白可乞向年, 骨膏脅滑受曼愛爱暈蓇, 牌脾將脚牀辉髀䠋牃将, 名之各绍老治多宕铭洺, 一二-三八人)之）十, 句可向司包甸创旬匈年",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_006,"[[977, 131], [1018, 129], [1032, 1992], [990, 1993]]",曲牌名還要一句時憲書上有的話共總成一句話酒底要關人事的果菜名衆人聽了都說惟有他的令比人嘮叨倒也有些意思便催,"曲由油抽怕的典州蚰岫, 牌脾髀牔牕簰碑鞞牐牎, 名老各客宕茗铭洛右洺, 還𫍽设環奨逕溪業過@, 要婴娶耍安婆婪荽娑嫈, 一二八三〇_@~-十, 句旬向甸匀白何勻合勺, 時特时行脟将肝盱將晴, 憲寰景宗意责蜜般燾量, 書耆善者噵蓍普菩荅警, 上工主二正三王土丘十, 有行商育夜友賓南項資, 的约約妁趵旳钓时彴呙, 話话活蛞湉恬銛餂嚭栝, 共兵棋其具拱井洪芸供, 總網綢緦綱绸德樂縓缌, 成戍城战我旅威底戒㦲, 一二八-三_（十〇亠, 句司向可旬奇创甸何河, 話话活語詁言託諸訶咶, 酒洒滔活潛泗唒栖稻潜, 底低抵展胝坻氐民诋氏, 要理票萼聘萝英更葉華, 關閱阚闈翩開國湖溺鬩, 人大/入太天久春夫八, 事享亭车喜高車辜亨京, 的衄直別𤧛绫级蠃砺珊, 果界里泉銀杲倮银菓男, 菜茶荣榮莱柴茱築筞英, 名茗者老多各客铭省品, 衆聚景眾采浆樂楽泉枭, 人入八大/月天民KX, 聽德海驰璃孢聴酶璁您, 了丁子十学字<等一？, 都部覩鄀郡者@邦却智, 說説銳設誠盖論就諭稅, 惟推唯性淮帷焳怞椎堆, 有育宥洧省肩脊商行消, 他地施化池佛驰仙拖陁, 的约約礐螾䧁臷逿瑊鋊, 令冷今苓帶用合命房食, 比地坨北圮此圯昆芘蛇, 人大入天八/民久夫月, 嘮嘤橯朥唠嚶嘴澇㗣撈, 叨功明切叼叻㓛可研呀, 倒到御鱼全椡承国金角, 也地出北七牠讫比龍屯, 有育商青荷存徇行脊宵, 些此法起逃燕政路谐业, 意憲急億憶慮惫噫煮薏, 思恩想里用忠緦患男周, 便伊恒中使博银更健鱼, 催健傕伴俚佳僂傜倥住","- Vào đầu phải đọc một câu cổ văn, một câu thơ cũ, một câu tên bài, một câu tên khúc hát, lại phải một câu nói ở trong quyển lịch. Tất cả phải liền nghĩa với nhau. Đến cuối phải có một câu tên một thứ quả hoặc một thức ăn, có ý liên quan với việc người.","Lại phải một câu nói ở trong quyển lịch, tất cả phải liền nghĩa với nhau, đến cuối phải có một câu tên một thứ quả hoặc một thức ăn, có ý liên quan với việc người."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_007,"[[920, 131], [963, 129], [977, 1989], [934, 1991]]",客玉快說寶玉笑道誰說過這個也等想一想兒黛玉便道你多喝一鍾我替你說寶玉眞個喝了酒聽贷玉說道落霞與孤騖齊飛国急,"客寶窗窖寳有容育中福, 玉王下工干五主三土天, 快块协中决抉特炔袂热, 說新銳貌説就餘家鲵覬, 寶寳锁賓有窗實害安客, 玉王主天干三下生五来, 笑竿竽笄筅筷矣昊奘葵, 道逍這逋迪过適通造遣, 誰論離諭推維睢詮雜龍, 說説設脫说就晚靚稅前, 過调渦福遇逼堝墙遥谐, 這信造道追洁治龍指违, 個侗同国伺锢信固恫涸, 也地世他七屯电抱拖出, 等花告竽簿善寺筈竿籌, 想頽思愬頹惣相惁憩悊, 一二-三_~八1十，, 想思愬憩頹憑悡戅慂惒, 兒皃見兑兌克免舁兜現, 黛食集焦貨贷貸魚货城, 玉王三主干生天手正五, 便使伊侯侵倪住僳候像, 道首通有酒直適造谐百, 你称伱狝餘伤俾休條侔, 多名移够场第务侈参乡, 喝噶蝎暍唱楬碣偈渴堨, 一二-八三亠_具人山, 鍾锺鍤鐳錘踵銹錮鐘锸, 我找栽利载莪线哉到牫, 替香潜春智積荅督瞀潛, 你称休狝弥保祢伱餘作, 說説銳稅設就说脫訧蛻, 寶寳賓實窖蜜賣锁容赛, 玉王主三生末丰东天下, 眞圖通道诚逅造遥追远, 個侗锢固涸圖信同錮调, 喝噶唱偈暍啿楬碣渴猲, 了丁子十百字可丫ア宇, 酒洒西泗懑河漕活迺徆, 聽德聼璃聴聘票惠廳博, 贷货黛貸貨食位优信登, 玉干下千天王于乐平主, 說説諭設論誠銳设盖韵, 道造适適遒逍通谐首遁, 落蓉浴范露溶遊蕗游蒸, 霞窗西药寶葭食的国飼, 與典血興眞真向邱卯塡, 孤孙孫孩抓狐拓孡菰孔, 騖鵞鶩骛意鹜登䳱@驚, 齊齋香福宿斋商富密薺, 飛菜乘兼莱戒永荆藏蒹, 国周風围固園思届厨用, 急念患思意您息魚忠悉",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_008,"[[862, 129], [908, 128], [922, 2005], [876, 2006]]",江天過雁哀卻是一枝折脚雁叫得人九迴腸這是鴻雁來賓說得大家笑了衆人說這一串子倒有些意思黛玉又拈了一個榛新說酒,"江虹汪汀宜灴红汁注灯, 天灭夭夫关大沃王于矢, 過遇造渦调遗遏堝册遥, 雁雅羅滙雇准雍不社府, 哀衰京裒衷袞裏裹泉褒, 卻御郤合部欲谷名鹆行, 是基提長湜昊差堤臰退, 一二三十-八1司（〇, 枝杖技柱梫桂枎岐梗㭙, 折拼拆护拐指析所新浙, 脚腳御脾胸卿牌膨肺脑, 雁雅盾雇羅匯履府滙應, 叫啡咀川呌啤吐咡咁明, 得待徥棏锝碍䚟㣥淂徖, 人入大/太天^凤城久, 九二大八儿力人五元中, 迴迥烟洄逥廻蝈徊钢摑, 腸肠陽場湯暘赐易楊禓, 這信遠造追道遣逭违洁, 是長最基量臰县品景录, 鴻鸿濡鳩鴪鷓鵂滤渊濿, 雁雅應胜雇难府推匯盾, 來来爽东交密未夾家乐, 賓宿蜜安宣寶客家容窗, 說説说諭誐諌誠銳謊晚, 得待行徥徖很徱稈徎律, 大天太人入六方火内犬, 家宗京室定蒙國字实宇, 笑芙关昊𦬞实美宎吴奖, 了丁子十工耳字@下道, 衆聚豪教眾我泰衰搬發, 人入大天/乂八又X夫, 說説说识院視觀祝锐脫, 這道通造追迢迫过逼迈, 一二三十八（工人司1, 串事追弟丰者电申治自, 子孑字了于丁等宇手好, 倒到椡全風捯室国至侄, 有育行市冇南友右将布, 些此收业临邺监庄北性, 意煮惹噫慧章嬑䈚薏𫄷, 思恩想用憇忠里周緦忍, 黛貸贷焦爲黨住牮愈國, 玉王主天下三生干五东, 又汉习叉可文日摩区阿, 拈拮沾括坫扥估枯玷捁, 了丁子郞7工丫下J万, 一二八-，國具四_（, 個锢倜侗调同固信惆涸, 榛楱棒搸溱橑秦撩獉嫀, 新河所酒湖刻浙勤锁如, 說設論訧診許説訖諛譮, 酒洒迺泗廼猶湭唒遒濟",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_009,"[[807, 135], [855, 133], [869, 2007], [821, 2009]]",底道榛子非關隔院砧何來萬戶擣衣聲令完鴛鴦襲人等皆就的是一句俗話都帶一個壽字不須多贅大家輪流亂了一陣這上面湘,"底宾廊民㡳庭滨戻鹿屏, 道逍遒通渞适首適遁蓮, 榛秦檫櫀搸榡嗪嫀櫒獉, 子孑字于等予乎手宇号, 非我兆邦菲井北养共若, 關闢閱鬬閲開鬩即闆閤, 隔膈福嗝槅滆塥镉搹痛, 院皖陶晥際陽梡唍悦浣, 砧砖砋阽钻玷砬贴呫煔, 何向阿河珂柯仅伺訶钶, 來来卒求爽木水率交夾, 萬寓禹萭离歶西禺莴高, 戶户月戸巨乒三日尸目, 擣持捷鑄儔嬦嚋搆檮搖, 衣农有交在夜友文哀玄, 聲馨罄麟撀雕歷整磬薜, 令今冷令分用合命金全, 完宗宾宺芫浣亮究宏𬒈, 鴛鵞鷲鸳鷙駕鴐䴕鸞鶿, 鴦鸯嵩满营橋商當者酒, 襲龔设部戴鄣鄞都期放, 人入大/久太天〈<友, 等筹筭箐特筝年手竿牛, 皆蒈呰指者告眥谐苦毕, 就朗铁虩钥航美新康虤, 的约钓約妁豹趵韵灼玓, 是具足退超息基臰@逯, 一二三八十_冖灬司同, 句可包勺向司白旬匀创, 俗浴谷裕塔俊搭绤唂信, 話话活語詰誥託銛咶蛞, 都部鄱者鄀邦鄑斱𨚫䣜, 帶带榮滯勞帯滞墆荣撈, 一二-_亠十三八人1, 個侗同锢倜信涸伺调錮, 壽夀濤疇斋籌喬寿寺禱, 字宇学宁客子享家一早, 不万下木小水大丕X了, 須湏䫂须頦頌頭缜頃织, 多移名够茤哆拸垑栘易, 贅贊教贄鰲賛聲赘聱者, 大天太人方六夫火文犬, 家國象国室蒙宇宝字隊, 輪輸論翰輇耠軨軸幹淪, 流㳘杭洗疣銃九渷旈统, 亂鬬鬭鬪凱圖閒開圓乱, 了子丁丫？?孓ア孑辽, 一二人三八-十_（同, 陣障陳随险阿隆陲薩陋, 這造违请遣道追适通信, 上土丄工主王二人三十, 面百画而直囿囬靣査南, 湘缃緗湐厢瀬溎瀨濯浝",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_010,"[[754, 135], [797, 133], [811, 2003], [770, 2005]]",雲又和窗琴對了手李紈和岫煙對了點子李紈便覆了一個瓢字岫煙便射了一個綠字二人會意各飮一口湘雲的华卻輪了請酒面,"雲霎靈孁零雯黑工雪雾, 又叉汉文國八习反摩风, 和利种私初科租秘知秒, 窗香查吉资管音容皆营, 琴拜瑟天来@理栞丢基, 對封罸葑生剴崶劉剉料, 了丁子丫7可工下十ア, 手乎年㸦呼于所杽千宇, 李率卒车本南丰斈孛季, 紈幼納纳仇纨紘紡执綃, 和啝利邪郛都千知鄂新, 岫軸油蚰屾𪨰鮋袖轴峋, 煙烟煌燂熞煃熛爅煄湮, 對封崶罸葑勤生鄴剉判, 了丁子7丫可卩工@ア, 點黜黠默新敤勳彩黕黔, 子孑字于好号予了仔学, 李季车学字本孥享斈丰, 紈納幼紡紞紺約絇紬纳, 便更使鞕梗哽伊挭埂價, 覆祖雅预箱社程按视租, 了丁子可学订運字？道, 一二_亠三-人1十@, 個倜锢侗僴週同涸們偱, 瓢飄飘新款题歌弧黝𫖳, 字宇学子客家享宁早宝, 岫蚰屾雌岶軸峋岨𪨰妯, 煙燂烟煄燰熞烥婭燀湮, 便使更挭哽梗鞕绠硬綆, 射財躬坿駙塮尉肘耵时, 了子丁不工字7可下国, 一二-_三八~人〇1, 個倜侗信锢痼僴佃偭同, 綠終緣級綏线级紙絞好, 字学宇子客家享宁孚李, 二三一工=國十生主车, 人大入/太久天有春方, 會食㑹金舍愈合国禽会, 意煮悥惹京急惫竟者薏, 各客咯路洛啓格名容务, 飮飲飯飾餃致鲛敛食餘, 一二-_三）人（之，, 口日目曰囗回百四二月, 湘厢湖湐溎相泪緗闲缃, 雲霎巽墅罄聖零坚雩重, 的约钓纳約韵酌豹妁䪨, 华幸参军拳尜谷省举维, 卻郤御鹆欲智部頟敋都, 輪翰輸输論南轮响朝轴, 了丫子丁？十ア?歎字, 請謂諳諸情淸精語请黄, 酒洒活唒潛煙濟烟酉湭, 面画通而百商闻询囬回",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_011,"[[700, 132], [744, 131], [757, 2005], [712, 2006]]",酒底窗琴笑道請君入甕大家笑起來說這個典用得當湘雲便說道奔腾澎湃江間波浪兼天湧須要鐵索幼孤舟旣遇着一江風不宜,"酒湭洒滔潛酉潣滳泗湝, 底辰㡳旅疷府肩民庍鹿, 窗寶商寳客有百育容香, 琴瑟拜瑪棽镺厯夏璱髪, 笑芙筅竿美笄关实奘巭, 道遵遒遺遣遊逍遘蓮逰, 請情请靖精講淸清詩語, 君若者意老店活看居卷, 入人天)丶^、a1）, 甕饔亵春雍赛癡罋裵班, 大天人火太入千久六木, 家字室榢嫁隊傢國瘃冢, 笑芙竿筅实美笔実笺笇, 起迎却赶想超赴知部都, 來来交巫菜卒求茶密萊, 說説設諭諌論訧諛謀謝, 這造情培信洁请清道馆, 個锢倜涸固錮调侗棝信, 典共业與興些央井英弗, 用月甪朋明角甲闲甩期, 得锝待稈徥棏律捍徖将, 當常富言福堂学嘗國冨, 湘厢郴市湃中湖邪闲湐, 雲霁雯零雩雪需霎霊震, 便使更厦價侵要梗度假, 說説設訧獣餠討訖諌謀, 道遣造潢璜适遒酒嵿這, 奔弈森弃卉楍有海查弆, 腾騰屬勝房属膽店靥膨, 澎膨游憉蟛影潮涁漸滋, 湃屛海汽洋湘拜年汗屏, 江汀汇汪订酒红灴注涯, 間問间商简閣阁門尚明, 波渡被诐坡玻诚滅疲彼, 浪狼斏娘琅滾滨粮埌展, 兼萧莱秉蒹乗策乘辣康, 天夫关夭大灭沃王庆因, 湧酒涵涌汤漁湖河源浙, 須须䫂頦頌织飨缜绚頭, 要票娶爱栗裏雲腰堰夏, 鐵鋨鐡錢銭鈛鎭鉞鐄釴, 索素卖柬萦東南綮繁霁, 幼缔纺纹馆续约缆續纊, 孤孩孙孫狐环抓预孮菰, 舟将將丹府有为海寿月, 旣既說即漑就所師卽訝, 遇過遗遝遥遏堣逦遡谓, 着者春著若看精肴普音, 一二-亠人_三山=工, 江汇汀汪汉莊润酒社注, 風国夙屋风局鳳珮凤堸, 不木小下本水休茶十子, 宜冝宣㝠宐官宴谊宾且",,
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_012,"[[640, 135], [690, 133], [707, 2002], [657, 2003]]",出行說的衆人都笑了說好個謅斷了腸子的怪道他出這個令故意惹人笑又催他快說酒底兒湘雲吃了酒夾了一场鴨肉呷了口酒,"出步串事山部米虫生中, 行得衍仁街御智轩待徒, 說許設論諛中計詒韵訟, 的逿顪㘘𪫮ポ褋臷, 衆聚泉景豪眾教采臬農, 人入大/天久太夫〈民, 都部鄀者郡郁鄱@邦鄑, 笑关芙𦬞奖竿竽昊笄吴, 了丁子可字下厅丫道不, 說説設許訖諛諭誐詐訧, 好奸妤虸釕妇娐奴耔妃, 個调倜锢相同佃涸倡周, 謅鍋媰锅銘趨縐騶論端, 斷齗断㫁旣斵龂斲凯斳, 了丁子厅丫万孑字辽国, 腸聘肠場腾陽周册膓得, 子孑字于了宇予等十号, 的菂约鵮敀故豹时明改, 怪怌怿柽慳坚堅悭怄区, 道遒遵通逍適遺蓮導前, 他地仙能池訑忚彵阤驰, 出步品山光治银土比患, 這追逭道造遣信适逼违, 個倜锢侗錮恁涸固调惆, 令今分冷房令合丹命用, 故敌古法敬嗀設去胡善, 意煮京章惹憲竟袁立方, 惹煮焄若荐蔗茶意想孝, 人大入/太天久春夫八, 笑芙竿昊矣宎𦬞奖实竽, 又叉习汉区業日文八卫, 催住佳健依伴休保佛代, 他仙危位色地凫化做值, 快块炔怏決怯恃抉忇忮, 說説晩脫诜说銳訉詵誰, 酒洒西活泗河迺烟酉晒, 底㡳宾民疷低庭房廊展, 兒兕纪兜兄舁見只鬼免, 湘厢浙湖潮酒溎缃潪泇, 雲雩零雪雾霁霎雯孁季, 吃吹屹圪呓汔吆杚仡犵, 了丁子下可7@V十ア, 酒洒泗湭活西烟潛唒庮, 夾來爽交文夹宓卒俠奕, 了丁子7@丫可字J予, 一二人1八-，~（_, 场塊地堍壞堄墺垧埤境, 鴨鸭聘鵯鵬鳴暢刊鹏巳, 肉内大因內閃商阕有交, 呷呻坤啤哞咿咩婶叩吨, 了丁子字万厅J弓V7, 口日二目曰回可营过囗, 酒活洒西河泗香濟波涵","- Vùn vụt mông mênh, trên sông sóng cuộn ngập trời xanh; phải dùng dây sắt, gò lại chiếc thuyền lênh đênh; gặp khi sóng gió, không nên xuất hành. Mọi người nghe vậy đều cười nói:""Thực khéo nói đùa làm người ta cười đứt ruột. Thảo nào cô ấy ra cái lệnh này"". Họ lại giục:""Đọc mau câu cuối đi"". Tương Vân uống rượu, gắp một miếng thịt vịt, nhấp một hớp rượu, chợt thấy trong bát có nửa cái đầu vịt liền moi lấy óc ra ăn. Mọi người lại giục:""Đừng có mải ăn nữa, hãy đọc ngay đi"".","Khi mọi người đang vui vẻ, Tương Vân bèn cất lời rằng: ""Vùn vụt mông mênh, trên sông sóng cuộn ngập trời xanh; phải dùng dây sắt, gò lại chiếc thuyền lênh đênh; gặp khi sóng gió, không nên xuất hành"". Mọi người nghe vậy đều cười nói: ""Thực khéo nói đùa làm người ta cười đứt ruột. Thảo nào cô ấy ra cái lệnh này"". Họ lại giục: ""Đọc mau câu cuối đi"". Tương Vân uống rượu, gắp một miếng thịt vịt, nhấp một hớp rượu, chợt thấy trong bát có nửa cái đầu vịt liền moi lấy óc ra ăn."
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_013,"[[592, 131], [637, 129], [647, 2002], [602, 2003]]",忽見碗内有半個鴨頭遂夾出來吃腦子衆人催他別這樣子只顧吃你到底快說呀湘雲便用筯子舉着說道這鴨頭不是那了頭頭上,"忽怱葱忍之思恝包想念, 見兒见克兄桌早皃現旯, 碗碑砚硫砘研魂磙磁硕, 内內大丙因肉时人天木, 有育南首洧准直商清自, 半丰牛车芈羊竿生李三, 個锢同信侗酒国何伺國, 鴨鸭鵯鴇鳴鴝鴻鴡中明, 頭顕豉頸頊顯颐璜與顼, 遂送遬遊莲遵逆逑逝隊, 夾來爽巫灾灭交火灰庾, 出步山光士米当土品州, 來来家东未交求京菜豕, 吃屹呓呛杚仡咆吹犵吆, 腦瑙鯔惱淄脂堖鲻碯緇, 子字于乎孑了手予等竽, 衆聚眾表泉教豪最泰隶, 人入/大八天久太XA, 催健摧璀维伴獕容继傕, 他地池彵阤仙施驰忚訑, 別引别房列利刷成则所, 這道追造信违通逍遠请, 樣様棣柡楾檨檥械桟敽, 子字孑了于予宇孓手学, 只貝日贝品巳曰口熙尺, 顧顱薜題願翩〃啓郡蔚, 吃屹呓杚汔圪訖呛虼艺, 你价伱休保餘狝弥称迩, 到刭郅列致刲判至刊戣, 底民㡳庭展疷宾兵滨庶, 快怏块炔決恃抉悟怺悚, 說説設訖詒詵諛診諌論, 呀玡岈砑明叼可讶枒财, 湘缃緗湖厢大溎内潮郴, 雲雪零雾季雩实霁宾雯, 便更使埂哽梗挭硬鞕绠, 用月甪朋角冊尸甲明兩, 筯筋勗莇簕飭鎊餝籖第, 子孑于字予等了号好十, 舉皋翠與銀艱服般恩是, 着著者若春表清养善普, 說説論諛許盖诶说識諭, 道通適酒适遒造逍遵遁, 這道追造逍遠逭遣适连, 鴨鸭聘鵬鵯鳴鴉鶇暢, 頭顕顫㪷顗耳顉豉毭, 不木下本水人大小茶丕, 是基差甚臰長皇@县畏, 那郡永邦服开哪别形利, 了子丁丫好泽字将厅学, 頭豉鲠毭或顫顕頤颐㪷, 頭顕頊顾頋顧顼預頸顯, 上方土主丘工十大正丄","Tương Vân uống rượu, gắp một miếng thịt vịt, nhấp một hớp rượu, chợt thấy trong bát có nửa cái đầu vịt liền moi lấy óc ra ăn. Mọi người lại giục:""Đừng có mải ăn nữa, hãy đọc ngay đi"". Tương Vân cầm đũa lên nói: - Đầu vịt không phải là""a đầu""(11) Trên đầu làm gì có dầu quế?","Bỗng Tương Vân gắp một miếng thịt vịt, nhấp một hớp rượu, chợt thấy trong bát có nửa cái đầu vịt liền gắp ra ăn óc. Mọi người liền giục nàng đừng mải ăn mà hãy đọc ngay câu cuối. Tương Vân bèn cầm đũa lên nói: ""Đầu vịt này đâu phải là a đầu, trên đầu làm gì có dầu quế?"""
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_014,"[[542, 133], [587, 132], [591, 2002], [546, 2003]]",那有桂花油衆人越發笑起來引得晴雯小螺等一干人都走過來說雲姑娘會開心兒拿着我們取笑兒快罰一杯纔罷怎麽見得我們,"那邪邢都邦郡哪永形至, 有商荷育海向梅存府何, 桂柱栓程荏桎佳硅桯栏, 花化龙在荏䒫芘布茷祐, 油庙浦曲轴抽泔湘由迪, 衆聚景教豪泉眾象衰我, 人入大天/〈太久八木, 越戯趐誠毧魆逑趣國@, 發癹登廢潑设酸发我猷, 笑芙实竿美奖关竽昊笔, 起超赳赶越迎都赴知記, 來来交东爽求未密末麥, 引明弘所即既則可中五, 得律待德徥徖徨徱行棏, 晴睛時清精暗情曙明腈, 雯霎零耍娶斐委要安雲, 小水忄不木外卟州心本, 螺螟蜾螋蝈螻蝟蠕蟶蜱, 等傳尊竽簿牛手花生勻, 一二三八-十冖1（同, 干千于手子开平午羊二, 人入/大〈八天久亻太, 都部靜者鄑鄱覩@郁殾, 走去未者是疌夫专老击, 過遇渦遏娼堝竭逼追蝸, 來来未求爽素交末东菜, 說銳覬諛鲵説視诶鯢睨, 雲雪雯雩霎雾零季霊靈, 姑蛄枯轱沽站鈷姡岵坫, 娘嫒媜姫妓媍姨髪媳婠, 會舍㑹合食会金命曾龠, 開閞關閑䦕闢闕聞閈鬨, 心小必八沁吣公人之北, 兒見舁皃兄完現鬼只妃, 拿全倉享傘食搻盒金弇, 着若著者养春普精肴善, 我利稅找者現治稍秩理, 們捫鍆椚假俨偶佣们價, 取联耶职與即娶眼專中, 笑竿笄昊竽𦬞芙矣笇宎, 兒免兑完克𠒇兔兄皃兌, 快決怏炔块扶诀决怯訣, 罰蜀罸劃罚羁剴荀颢國, 一二-三)）（十司1, 杯标林抔怀钚沝㭬柸坏, 纔縷线綫緩縵繆纓緣级, 罷巼毙昆龍毘晟擺籠紽, 怎念写焦恁悹怠忘惩怨, 麽城麻麼班所丽咖研际, 見兒见息克界只兄兜貝, 得待将锝徥棏倡碍猂鍀, 我利者稅現弐找戋栽浅, 們捫俨酒價鍆椚们便傈","- Cô Vân thật khéo đùa, đem chúng tôi ra làm trò cười, phải phạt một chén mới được. Tại sao cô lại biết chúng tôi phải bôi dầu hoa quế? Phải cho chúng tôi mỗi người một lọ dầu hoa quế để bôi!","Sao cô Vân thật khéo đùa, đem chúng tôi ra làm trò cười, đáng phải phạt một chén mới được. Tại sao cô lại biết chúng tôi phải bôi dầu hoa quế? Phải cho chúng tôi mỗi người một lọ dầu hoa quế để bôi!"
SSID-13717981_紅樓夢_繡像仿宋完整本_第3冊_012_015,"[[489, 136], [532, 135], [534, 2006], [492, 2007]]",就是該擦桂花油呢倒得每人給瓶子桂花油擦檫食玉笑道他倒有心給你們一瓶子油又怕罣誤着打竊盜官司衆人不理論寶玉卻,"就統銃說漑脫兢銑競@, 是基晃足提果見尼吳昃, 該核茲陔孩峐骸眩该骇, 擦控攨搭搁扒挖担揔攃, 桂柱棰栈栓佳荏洼梓桎, 花化在北龙@兆论抡䒫, 油庙浦用届抽湘埔酒厢, 呢呪妮昵泥呎咙铌呃明, 倒到国椡创室例全甸剷, 得锝碍待棏稈徥鍀淂捍, 每海年有酒梅信特行拜, 人入大/天八〈太^A, 給给結蛤耠紿洽哈姶始, 瓶甁羝剏翔知剙叛郑戒, 子孑字了予于好宇孓等, 桂佳柱住程楼挂硅哇栏, 花化龙在芘布䒫荏论比, 油曲抽泔酒汕柚由岫迪, 擦檫镲摈察控摒揢槟擡, 檫擦槟镲榕榁榢楁槔嚓, 食金宾贷傧院全优佾份, 玉王主国乐压天医正珏, 笑芙实美竿筅关昊候竽, 道逍通適遒遁适渞蓮捎, 他仙地化池施代彵危忚, 倒到椡剷刭国闺甸剉俐, 有育行市布洧看宥南肩, 心必沁小爬吣北八儿公, 給紿結紛给紹袷治綸維, 你称狝休作迩祢伱价佽, 們門酒们行鬥俨便信價, 一二三八十-具國1人, 瓶甁湘剏朔疯浙翔湖知, 子于字孑等苦十干了号, 油庙浦泔湘抽酒润轴海, 又汉习区日风摩文八口, 怕帕怡拍柏恉㤘伯铂性, 罣星里罪黑国䙵羊苹笔, 誤謑娛謨謁鋘謂英俁諜, 着者著若春看肴养普清, 打扛行扪钉扞忊折拓扫, 竊籍寤窘窺糖藕親痫寴, 盜盗咨资洛姿监浴客恣, 官宫馆信管宮售宆倌言, 司同词可日国目习钥胡, 衆聚米浆眾杂果来亲报, 人入大春/太天八久木, 不下木万小大水可丁了, 理埋璉璅瑰瑝珲琟哩琿, 論詮淪论輪诠跉诊验险, 寶寳費賣實犢夜質㾪瘕, 玉王天三干正东五主下, 卻御欲部郤鹆合得谾邵","- Đầu vịt không phải là""a đầu""(11) Trên đầu làm gì có dầu quế? Mọi người đều cười. Tại sao cô lại biết chúng tôi phải bôi dầu hoa quế?",Ấy chẳng phải đầu vịt thì sao lại có dầu quế? Chẳng lẽ các cô cũng muốn có dầu quế để bôi như ai kia sao? Thật là nực cười!
